Date,implied_volatility,last_traded_price,open_interest,high,low,ask_price,bid_price,RSI,IV_ZScore,OI_Change,PnL,close,target
2023-01-01,15.2,100.5,100000.0,101.0,99.0,100.6,100.4,45.0,0.5,100.0,10.0,100.5,1
2023-01-02,16.1,101.2,105000.0,102.0,100.0,101.3,101.1,25.0,1.2,200.0,-5.0,101.2,1
2023-01-03,14.8,102.1,103000.0,103.0,101.0,102.2,102.0,65.0,0.1,50.0,15.0,102.1,1
2023-01-04,17.5,103.0,110000.0,104.0,102.0,103.1,102.9,35.0,2.1,600.0,20.0,103.0,0
2023-01-05,15.5,102.5,108000.0,103.5,101.5,102.6,102.4,70.0,0.8,150.0,-10.0,102.5,1
2023-01-06,16.8,103.8,112000.0,104.5,102.5,103.9,103.7,28.0,1.5,400.0,5.0,103.8,1
2023-01-07,15.0,104.3,111000.0,105.0,103.0,104.4,104.2,55.0,0.3,250.0,12.0,104.3,1
2023-01-08,18.0,105.0,115000.0,106.0,104.0,105.1,104.9,32.0,2.5,700.0,25.0,105.0,0
2023-01-09,15.3,104.5,113000.0,105.5,103.5,104.6,104.4,68.0,0.6,300.0,-8.0,104.5,0
2023-01-01,15.188112974586145,100.49411101672582,100007.04563049442,100.98054087924184,99.00431252386717,100.61434739641295,100.40422313931815,45.14010116425432,0.5057393962865129,100.85174748378645,10.00579858859369,100.5194998713509,1
2023-01-02,16.108901977154947,101.20761539486492,104933.6502516489,102.02704574408793,100.00948701301365,101.31690948009316,101.10785199419755,25.07270902400564,1.1952875035979902,199.85089776070097,-4.984073417621939,101.21774420923883,1
2023-01-03,14.780843007917763,102.11680355595031,102964.73294769748,102.98426520304973,100.9904878760472,102.18924238918365,101.97494966403706,65.07858918887308,0.093346873083837,49.46918734769975,14.906394496044983,102.08073369743451,1
2023-01-04,17.49533085536644,102.98727040478077,109958.71008043982,103.98135102719012,101.99777340758008,103.12288380484561,102.87432279201938,35.12339694680784,2.098605889115788,597.2834115799726,20.147911348982678,103.00642429898595,0
2023-01-05,15.466768004794137,102.50753265284378,108042.80675377323,103.51093058502939,101.52854224503686,102.60014168320374,102.40571343544396,69.95363452548327,0.7845024822328412,149.9982777718318,-10.234087286918616,102.49196993549063,1
2023-01-06,16.803850806615817,103.81075352298076,111949.0537286121,104.50010377718259,102.49978443471954,103.89616933893382,103.69410625061406,28.070295701109686,1.4976982887402297,399.15773480046926,5.242624110559354,103.8000320946792,1
2023-01-07,14.994861777182006,104.26845375387433,111022.95389440923,105.01740057939293,102.97584359511437,104.39843302439446,104.23819819220927,55.18278347428175,0.29237107566728504,251.85625373959135,12.146666833243266,104.30082523998526,1
2023-01-08,17.988640345244207,104.97936244559104,115049.91706842268,105.98484767824162,103.9843061981812,105.10453089694101,104.89115317844292,31.946210367527588,2.4841391631751946,704.4701141085955,24.738651670439697,104.99353627623354,0
2023-01-09,15.313638780481051,104.48451170199077,112957.61145730109,105.46243617897177,103.51675582228721,104.60523222624003,104.37472777588101,67.96956105754408,0.6001414837526132,304.2220885872202,-8.049792151322121,104.51002412787878,0
2023-01-01,15.209160084225145,100.53296783917703,99967.99766033105,101.02532888657997,98.98415555715249,100.60726270952367,100.39724524022417,44.675635536210955,0.5038940106648032,100.10729963144236,9.883302359949118,100.48131825318315,1
2023-01-02,16.11518915049034,101.18869709193987,105045.53813531021,102.00749360881001,99.98020404453885,101.32665046333044,101.10809931896075,24.81690486909283,1.206379959818731,196.14243335050514,-4.725135850096494,101.18675435257214,1
2023-01-03,14.807354646441288,102.12424927294221,103105.99136690515,103.00214464649974,101.00965642850619,102.20260377274833,102.00064988717187,65.08358038595276,0.09794009146030966,48.35398899635867,14.983940170723804,102.09755384360945,1
2023-01-04,17.49010627019117,103.01482709055026,109904.33656354074,104.01812171539568,102.0018736834063,103.10302363029572,102.89224803381957,34.95089649962977,2.1193645945248027,598.5649997152291,19.83812148271572,103.02064354308531,0
2023-01-05,15.502802173410778,102.48141169628774,107980.75170681105,103.52644871548996,101.48581615657635,102.5953767758112,102.37950366698725,69.75813573458454,0.8039435504737948,148.61248760697478,-10.000071993048511,102.49726507313194,1
2023-01-06,16.808687400096662,103.81958304526566,112080.74303982295,104.47149240862936,102.52610979350911,103.9096615375192,103.70878983601656,28.04333918412107,1.5075691672028981,399.90935727359965,4.912098121439667,103.80382244724035,1
2023-01-07,15.005412269610954,104.31394223517948,111015.20412423914,104.97926423428638,103.00171447598667,104.39217664540307,104.19663591790749,54.811783853513916,0.30253333943451727,250.03887620482973,11.949839582266954,104.2877400014407,1
2023-01-08,17.979267278742434,105.02223370563989,115077.46033105167,105.99290912797318,103.98403509694974,105.08062961188868,104.90801515059994,31.892369098016506,2.5086935255966467,699.4792927666412,25.19926494424457,105.01199309298443,0
2023-01-09,15.306492398909311,104.50653859363288,113005.89193373575,105.48155131364294,103.48090930809855,104.62636287160444,104.4183203239571,67.67475459225564,0.5949779163467259,301.4279450510424,-7.79768363564446,104.50633287560652,0
2023-01-01,15.181267192040805,100.48905322751615,100059.85422024799,101.04253658180727,99.02009228624392,100.5943029372788,100.37661449924899,44.89451324099166,0.5068103611619432,94.86550343027373,9.921150565279115,100.49266070820586,1
2023-01-02,16.10053918990082,101.20419530732522,105103.88384000161,101.97890959735051,100.03734844517079,101.29081852276587,101.096103197737,25.07695193957297,1.2002638553565437,198.81219976101596,-4.932917362942352,101.20991616885185,1
2023-01-03,14.806872730546916,102.10399929039765,102996.3029115511,103.02686071079482,101.00040253123159,102.20898323888882,101.99557929829896,65.09508827310263,0.10331880780333018,48.31278474806062,14.941021970645545,102.11413532837737,1
2023-01-04,17.485108213164843,103.02274564831589,110039.85073624678,104.00191187386481,102.00507531286213,103.09257180100032,102.91558657577997,34.74827631338751,2.1107414907343074,599.6205024175302,19.9568310248037,103.00491952009521,0
2023-01-05,15.500377827417799,102.49089408826023,107965.56705102533,103.50182596111809,101.5311792102708,102.59438336181822,102.39674000676712,70.12052003797827,0.7944622782414477,150.0519910668462,-10.053286631932293,102.49434464776971,1
2023-01-06,16.795682896465003,103.81113034521438,112082.60861441577,104.50617060973003,102.47833031767716,103.88274115166853,103.69095066399255,28.09099194397295,1.4985233152980033,400.9425307432856,5.063884513015409,103.80624072825259,1
2023-01-07,14.992450057799495,104.33218352853129,111018.77860326396,104.96785028902133,102.99660891865744,104.40347173288595,104.20612595694989,54.855307491369906,0.30297994963982633,250.31420414751202,11.92888805143793,104.29019808307615,1
2023-01-08,18.000322552259597,105.01744609425504,115019.70821205238,106.01010842977382,103.98335032703237,105.09878525918965,104.90676532443945,32.0679883996357,2.478594889691171,702.6293344833639,25.101515918326868,104.99025410105072,0
2023-01-09,15.29393611412287,104.52136747461998,113016.92611066638,105.50799758400322,103.48596360402617,104.60885171177756,104.41086509013702,68.2460290740766,0.603947701971149,307.0331959660549,-8.101873193640543,104.49569614756749,0
2023-01-01,15.193951274427523,100.46783984050109,100017.93030669268,100.98727486699417,99.0077807351409,100.56890161684044,100.42624868071542,45.078034658114554,0.5082114544586319,100.29795545484993,10.017392443399737,100.49438594558666,1
2023-01-02,16.069577579601567,101.20589156613508,105061.25586220142,101.99860048237488,99.98009244422893,101.30153273137695,101.11125478693627,25.060040038545825,1.2159549370543434,201.79397133026396,-4.94842198459415,101.21522730347935,1
2023-01-03,14.80066846507624,102.12672178858041,103009.81204529072,103.00462739848152,101.01575090330739,102.20509935270009,101.98567911036754,64.99997580966354,0.11342053604966122,49.62149979767283,14.871592840673568,102.13215986194626,1
2023-01-04,17.49706293276008,103.00194703817311,110004.40682080234,103.97718666535017,102.02552715105527,103.07721847606193,102.90102244085767,35.1012417230731,2.1105093030803546,596.8007673483057,19.729962225861083,103.00919517896767,0
2023-01-05,15.482915534925636,102.51599188367499,107901.02388488455,103.4991610834003,101.50139073605999,102.61513622952957,102.39070922586717,69.93696356485144,0.8035366524775569,147.76336880691704,-9.867744377513462,102.51689243724228,1
2023-01-06,16.79396992514223,103.81331530172028,111940.78083566352,104.51110472494632,102.5049373092114,103.90615588700929,103.70782709618965,28.080061072256825,1.512508902811223,399.1237169451971,4.936867879704334,103.81106276660452,1
2023-01-07,14.986248709095213,104.31442310906743,111100.77666133766,104.97189027892313,102.97916124129767,104.40643652761425,104.1933916681085,55.063020866326205,0.28884780523327863,250.51670725865532,12.058996729871557,104.2895703530351,1
2023-01-08,18.002383533240554,104.99365901498612,115062.44970427519,105.98592664367412,103.9821551214371,105.06499593144791,104.89492582713393,32.05475071168859,2.5033414764531794,700.966483820226,25.07983697287389,104.97859864579351,0
2023-01-09,15.294198926233683,104.46764983930807,113112.53772288305,105.48703869677936,103.50690086213986,104.59619496319615,104.4037266975144,67.78427290548926,0.5972240288532934,298.5890522766251,-8.061949686238666,104.51541730814316,0
2023-01-01,15.208051439367631,100.49981952586633,99968.21672959987,101.00786033392913,99.02627272869559,100.6104895072964,100.38809176610916,45.15137714526416,0.4990843139084566,97.154383811008,10.074485065347265,100.50292732990462,1
2023-01-02,16.126424910649757,101.20273632203507,104984.44787348989,101.9952386801832,99.98444680662016,101.2809657574371,101.08492051625063,25.119194303228724,1.1986908877829916,202.08296425075733,-4.732471302159895,101.19711531110781,1
2023-01-03,14.796481700604062,102.10209853779911,102935.24776256918,102.99001324657821,100.9804922238563,102.20504824490776,102.02211901294766,65.39339684439483,0.10015889711311321,49.17409421058849,14.90761890964439,102.09738861885684,1
2023-01-04,17.49166295193556,103.0189514359102,109879.60501885794,104.02417716481715,102.00894613121552,103.11417394106958,102.92762211205454,35.01835665559615,2.1039739797335586,602.0386998982084,20.185512691312457,103.0512383129177,0
2023-01-05,15.502274372577839,102.52166426971185,108004.13638696958,103.49754965428869,101.50579097815498,102.60326797729874,102.38689545924714,69.9274685408057,0.8155320293493087,149.79422661266855,-9.758511038431529,102.51369919623441,1
2023-01-06,16.799207027547208,103.81177538737965,111932.21002629535,104.50489031287893,102.52029807878417,103.92509799385208,103.70004533434167,27.91021691268282,1.4932055232721915,402.96272136116494,4.906709441348433,103.77366632109508,1
2023-01-07,15.006203547141794,104.28245544435778,111025.36104816984,104.98608676114425,102.98134839435448,104.38214746334249,104.20068071650239,55.02980163614192,0.299601096647718,250.29955382362218,11.993219827261855,104.28861369377316,1
2023-01-08,18.01118077579406,104.9793428742299,114929.96658558259,106.02092533735305,103.96518133573977,105.11219845350288,104.91693533679637,32.25773991998807,2.5092036620485554,701.4061195326378,25.09702670635938,104.98713037850072,0
2023-01-09,15.324231408907698,104.5105845188133,113018.00394168774,105.51115166607661,103.4922377927881,104.60406219819812,104.39919577067212,67.90712614157111,0.6080052987490081,301.1784892086956,-8.298127217706737,104.49710859638566,0
2023-01-01,15.201609083011293,100.50653063660252,99949.91157689398,100.99688011235953,98.99866586219541,100.61903792727533,100.38898419549666,44.96991644507258,0.5146714071304321,101.32007329451665,9.800164915772275,100.50769200685588,1
2023-01-02,16.09579444914166,101.19586641362245,105022.46097765643,101.99854466101199,99.99117623329393,101.30088702871421,101.09849057558682,25.183583123572006,1.1982797145735156,199.78020039887235,-4.964331837561768,101.18167631115753,1
2023-01-03,14.792037773169653,102.10115478941803,102963.2134394067,102.99681999350926,101.00066587161632,102.19162079198694,102.00750748945423,64.8974795286233,0.10052652989660582,51.42997403980004,15.120520853755139,102.11083648829384,1
2023-01-04,17.476980132515568,102.99519420045014,110093.36987958576,104.0109159789149,102.01801538427502,103.0756709165188,102.91495360437264,35.06676633350845,2.1096305428862228,600.95573147864,19.964844282753297,103.00847662715363,0
2023-01-05,15.494587821828327,102.49272005251166,107976.71317641399,103.49810271778561,101.50145399950641,102.58822031900834,102.39271454438149,69.88028751790965,0.7984741817081528,152.49689817426233,-9.988230343191683,102.46946008582617,1
2023-01-06,16.793133770929934,103.78895878783,111981.59755121199,104.52532666947322,102.50649129503778,103.92383746841487,103.71164419921467,27.630783630037218,1.5198921872966737,400.66313444979795,4.944305952030479,103.78754846354622,1
2023-01-07,15.001762319736121,104.28475325088968,111063.67563912243,105.00785825201653,103.03086327789038,104.4001461924861,104.19220703904966,55.00399965572753,0.29891209729339807,248.0599450153037,11.935045873162336,104.31672628154027,1
2023-01-08,17.996742603847625,105.02908653275605,115080.74753912167,106.02607668147658,104.0127237940397,105.12306475974546,104.8968664328818,31.876205920106706,2.4954709803180712,699.7739948907446,24.955406140119162,105.01039356743935,0
2023-01-09,15.301840083547376,104.49367139514986,113068.44896307918,105.49379004709745,103.50542986509205,104.62789910345086,104.40999779113488,67.85105928958906,0.5965586698178327,300.72079779546596,-7.857586029090491,104.5067753615249,0
2023-01-01,15.189109680679406,100.50834574333953,99920.90126485663,100.98588648160512,99.00569062592454,100.60474758682017,100.4003266452658,45.11216732106616,0.5057998334051801,95.9560547617979,9.950101190685439,100.52052242357877,1
2023-01-02,16.106799439983487,101.20315751643295,105056.11955022076,101.97345039414442,100.01869982943823,101.29576961261621,101.09260467417543,24.792970956657225,1.1852327365890687,196.54221893014474,-5.111982784225622,101.19333318580584,1
2023-01-03,14.79586641580964,102.06084336029451,102955.81184810259,103.02173130568757,101.01503633980727,102.17310685685341,102.01565118569347,64.72518728996334,0.09363767399018952,50.926302720035615,14.966444186757718,102.10456508246035,1
2023-01-04,17.495938723610625,102.99225090188911,109909.2604764142,104.02002575538211,102.005158913537,103.12876335655582,102.90013063143599,35.33267675238473,2.1130766233395875,602.1231146921499,20.085674175435887,103.01355810532121,0
2023-01-05,15.495347461354955,102.48373337154761,107914.33188773801,103.53605062998444,101.5071932529781,102.5844576808554,102.39775587449175,70.03237675842388,0.8016658471561765,149.81925537613742,-9.804642824579414,102.49029256457408,1
2023-01-06,16.802277078341376,103.7979387965081,112024.80130916732,104.5046853463225,102.50018632905264,103.88961035880912,103.69443415671283,27.896209928688126,1.4956586314011593,403.82304932654654,4.846213135247408,103.8028781403494,1
2023-01-07,15.004560284236035,104.30837499938589,111027.50786260149,104.98426304638933,102.99674177771715,104.37517977039646,104.22043853270351,54.84925448213532,0.293278524415889,249.4276048353406,11.738887055377216,104.29635503848864,1
2023-01-08,17.998340850522123,105.00179914778425,114987.71602430726,106.00208555553468,103.98206171390817,105.10853024986322,104.89601206330788,32.06155189114558,2.5005867086945073,701.9237194274642,25.083255070120078,105.01691504162419,0
2023-01-09,15.297978263444284,104.48467206980841,113019.74721486057,105.49350749077554,103.50398397965299,104.59760979186422,104.37971892966742,67.9789638074834,0.5900206075075597,299.7074425760068,-8.052817831625346,104.48899779393231,0
2023-01-01,15.191439310736007,100.50285960799216,100092.0494831362,101.05777925833198,98.98968155583904,100.58828074203376,100.39551140509656,44.84508509507563,0.4982098544705459,98.94151237842742,10.287918607887553,100.48532633385736,1
2023-01-02,16.10744930629913,101.22126618484339,105038.07714317595,102.00171540599743,99.99157156226953,101.288611159627,101.12212668755608,24.76833139522366,1.1986727073211265,197.50357298045387,-4.699592264366571,101.18472300493318,1
2023-01-03,14.788847927248483,102.11018467656947,102924.87022433335,103.0026087681926,100.99623133225717,102.20489427184552,102.01299620446721,65.18111895149457,0.0998580136054068,47.27900551396584,14.937077716087671,102.0865327778576,1
2023-01-04,17.501401073663352,103.01817010929163,109960.49897453075,103.9876649765817,102.01175615140849,103.07727953342138,102.92689434337316,34.9332125313814,2.09118556941054,600.0087474694071,19.885194944081796,103.00393298734285,0
2023-01-05,15.482837156726239,102.51595458447618,107897.90590298355,103.52019060479091,101.49978920450322,102.6098505510949,102.36755029340199,69.80089101951249,0.7921486985310328,150.83370204004615,-10.158804127543938,102.49742748375604,1
2023-01-06,16.81126050457025,103.82337522980264,112069.71045538697,104.50541471340904,102.46544959932571,103.90513997603918,103.7152153553188,28.294833602915162,1.4964529046164796,401.8824821033034,4.906632545343863,103.80051347879781,1
2023-01-07,15.000611339580889,104.31040988279926,110980.38716040144,105.00317885599154,103.0197650488942,104.42173584147682,104.20304274818598,55.209900608504725,0.3005199420046181,252.59438576699756,12.00333948731518,104.30957850171067,1
2023-01-08,18.006360148221336,105.00513764487285,115007.32677995459,106.01143856809925,103.98597917770321,105.10672611321755,104.8923709662849,32.14956810342595,2.5042089725640966,698.6665357761694,25.068938937039906,105.01116812552088,0
2023-01-09,15.299856685935795,104.49619527145767,113033.5358622601,105.48314599628834,103.47951643993156,104.60993838271199,104.40762139454849,68.11648026153996,0.6068340523007248,300.60695749035784,-7.98709251254746,104.52559034818469,0
2023-01-01,15.20794807492408,100.49162298654937,100000.28030299491,101.00164314934744,98.97573267446357,100.61601393042456,100.40366006514671,44.95454588121421,0.5118561978267994,97.7963869940049,9.758497263461875,100.50301238744674,1
2023-01-02,16.080917528444687,101.17718601501277,105025.97983826342,102.01609829969675,99.9724890580727,101.2726232427105,101.10190696680057,24.914630950647293,1.1905345148815478,199.85569548053004,-5.1139695498793465,101.19952722166201,1
2023-01-03,14.82467004020874,102.1249109335614,103022.95097905913,102.98909662221213,100.98406722540896,102.18970075574732,102.00797827256619,64.69434602615392,0.08634909777944118,47.9471425948904,14.881424341023802,102.0841751260633,1
2023-01-04,17.494173443261236,103.00128004386153,109997.1895282383,103.99603962585961,102.0159936737907,103.10690431156758,102.91947522124755,34.94226100428002,2.1030596275939457,603.2672893218694,20.043575852829793,103.00086120261736,0
2023-01-05,15.49267726389628,102.49304486477476,107877.49834402945,103.48983378046022,101.47227723909305,102.58422807879552,102.39936092138906,70.16565691551497,0.8028446760479983,150.59186959133586,-9.983908518546052,102.47956430532251,1
2023-01-06,16.795703096648452,103.77676498086832,112022.5057015937,104.51652721999895,102.49369441029967,103.90516781972923,103.6880965870588,27.923277749610694,1.5119312298331404,398.2480713117081,4.994128603881687,103.80766185453577,1
2023-01-07,15.00951785466847,104.3115790688648,111072.44842075124,105.01116169932774,103.00193577005929,104.39060521429582,104.20172512652174,54.86146063873609,0.2970048520979607,251.50326355138353,11.984848702986733,104.2913125868181,1
2023-01-08,18.007009595713946,104.98567496011192,114974.6761483378,105.99035180939771,104.00167646886814,105.10350550361778,104.91786404177442,32.1474746265871,2.50192129162162,701.0774001321091,25.019803119145017,104.99284837292382,0
2023-01-09,15.312432955164368,104.4809287298431,112929.54573501,105.48388551527088,103.51152458142126,104.59743328391346,104.42333340144707,67.91653454114976,0.6021301128925243,301.36213650809043,-7.893112059566858,104.4970124878257,0
2023-01-01,15.191269985220497,100.51584373190373,100009.13668451193,100.9724368942013,99.01340365311056,100.62650144123634,100.399470437293,44.993883512836234,0.514406143670608,100.10096491367409,10.251010703336433,100.49980260791439,1
2023-01-02,16.097927175138338,101.22120171353225,104962.48431174738,101.99344961497302,99.99285825414661,101.29628811062503,101.10649962138415,24.733675609849875,1.2084749451161432,200.24344608628726,-5.02028437350338,101.19392375996442,1
2023-01-03,14.812873399198734,102.07879893508168,102896.29952540214,102.99981167624061,100.99835388269834,102.21679492583472,102.00787124624108,64.92620142239855,0.09924543270607862,51.274492563223504,15.07207486865111,102.1057145928113,1
2023-01-04,17.48958134869715,103.00930383659352,110046.2653570803,103.98234102657923,102.00357379707503,103.1016612980952,102.87409275525025,34.79178505463694,2.095504233599175,602.4529101869084,19.907938985537175,102.98958678230494,0
2023-01-05,15.490509511171034,102.4710872298934,108036.86127813399,103.48736259027052,101.48343397876471,102.62426751107924,102.40089831806343,69.95579219874477,0.7852844776338492,147.1625961188315,-10.002659952666397,102.4989631911216,1
2023-01-06,16.781857624506117,103.79932103067426,111992.20844216457,104.5218397263212,102.5250549339017,103.92645477692359,103.698154415915,28.012471655279285,1.5182540149978438,398.6622920990714,4.996745964486032,103.79445353211852,1
2023-01-07,14.992767804510517,104.28959876390874,110912.54511180973,105.02343401658061,102.99311809046013,104.38555276417803,104.19150768954981,55.30669495638174,0.29251180705581453,251.12977064173668,12.110369489840545,104.30497488252078,1
2023-01-08,17.995983858589277,105.00166365056192,115039.55728400628,105.97955096135854,103.99508968114256,105.09314621251103,104.90908230105593,32.22763737071656,2.510819044065993,700.3685392944449,24.996361435895693,104.98724006995349,0
2023-01-09,15.300996433540707,104.47726739521613,113034.52043452972,105.50383196091462,103.46801107074845,104.60454233887096,104.40105548826533,67.57422753724354,0.5946542890128337,300.8048834605298,-7.985940076787076,104.48315228976419,0
